id,domain,source,quality_Q
BkiUbEQ241xg-EsBtZ7v,arxiv,A1,0.7109445162436763
BkiUdNc5qsBDGOt8lJgH,arxiv,A1,0.7401402228064461
BkiUd9c4uzqh_N6SCiss,arxiv,A1,0.7799519217243779
BkiUd6I4eILhQCVbe7nL,arxiv,A1,0.7355345454788488
BkiUbv_xK7Ehm2ZQzdWT,arxiv,A1,0.737093761723573
BkiUdmA5qhLAB_d2fBwl,arxiv,A1,0.7190319286872037
BkiUakrxK5YsWOzBAUlJ,arxiv,A1,0.7647607055233727
BkiUd6TxK6wB9lIs9ivi,arxiv,A1,0.6896133758433124
BkiUdjg5qX_Bw5o9IG_E,arxiv,A1,0.7271399621576553
BkiUe0nxK7kjXLlzdoBA,arxiv,A1,0.7416994377485356
BkiUd2Y4ubnhDSvJRyHO,arxiv,A1,0.7377728889257418
BkiUe404uzliCt-nLV60,arxiv,A1,0.7196271046677588
BkiUdmQ5qoTA_-bStSha,arxiv,A1,0.719617583994798
BkiUbhzxK3YB9raXyg57,arxiv,A1,0.7613732542547889
BkiUeFrxK4sA-9F9lSY9,arxiv,A1,0.7567683904253886
BkiUbuo5qoaAwmU2sBb7,arxiv,A1,0.6785106429331873
BkiUd5E5qg5A51O-MOXL,arxiv,A1,0.7521892611433741
BkiUbynxK4sA-9F9jLdg,arxiv,A1,0.7315180220258676
BkiUa245qsNCPV6Yix3b,arxiv,A1,0.7392305530051628
BkiUdd4241xg-QyzEflc,arxiv,A1,0.7120596134825926
BkiUbb04dbjiU9i0yjOT,arxiv,A1,0.7599967738150011
BkiUec7xK02iP4Y2vYfY,arxiv,A1,0.7505461101868419
BkiUbL7xK7Ehm308osVM,arxiv,A1,0.7801672628525873
BkiUdgs5qhLA5d-DF18W,arxiv,A1,0.5925478981475294
BkiUal_xK2li-DeXxupJ,arxiv,A1,0.6982296151364004
BkiUbQHxK0iCl7UGVngH,arxiv,A1,0.7339448811436924
BkiUdY45qoYA4xX7Fs7m,arxiv,A1,0.7667317332224285
BkiUc5025V5ipNhMBkE8,arxiv,A1,0.6593719591671477
BkiUbmzxK1UJ-rRH-1MD,arxiv,A1,0.7068391294783258
BkiUbh04uzqh_Kly7RNW,arxiv,A1,0.7449095374390003
BkiUdK84eIZjvCjkaEGo,arxiv,A1,0.7240966992755492
BkiUbLPxK6-gDw5AtUZ3,arxiv,A1,0.663487856467789
BkiUd1_xaKgQMdMtQloi,arxiv,A1,0.7439763235474329
BkiUaafxK1Thg9qFa1Qs,arxiv,A1,0.7354055650129114
BkiUbRw4ubnjorKKr43C,arxiv,A1,0.7444490047117545
BkiUfgM5qhDCiwNLy3CU,arxiv,A1,0.7412917135242445
BkiUa2nxK4sA-5Y3qUsP,arxiv,A1,0.6777108427355003
BkiUa_U4ubnjoqNEqKRH,arxiv,A1,0.7016077144562752
BkiUdW85qsJBjnJ89-mW,arxiv,A1,0.7530312125587955
BkiUdlg4eILhQJztnknv,arxiv,A1,0.7454835049721172
BkiUfQPxK0zjCrsOBupv,arxiv,A1,0.728413269523793
BkiUfufxK3YB9i3RN54o,arxiv,A1,0.743125474647401
BkiUdX85qdmDH5kXI0R3,arxiv,A1,0.739128788403345
BkiUbjE5qoaAwj4XNMHR,arxiv,A1,0.7037177360997103
BkiUbdM5qsMAIwbUZ5AS,arxiv,A1,0.7690970897273699
BkiUdTrxK02iP5rWKmQx,arxiv,A1,0.7876296193547178
BkiUdBQ5qYVBSqkygqvC,arxiv,A1,0.7582994337025588
BkiUdqk25V5i1dkg3xWc,arxiv,A1,0.7802310890231795
BkiUbXXxK7Tt6CA5FTG7,arxiv,A1,0.7651748723556293
BkiUc_Y4c3aisMwilqSJ,arxiv,A1,0.7090893634216114
BkiUdlE5qoYAo52Vqk4-,arxiv,A1,0.7693561512500208
BkiUed04eIOjR4Mj-00Z,arxiv,A1,0.7426452180692663
BkiUdWg5qg5A59MXG8c0,arxiv,A1,0.6782411626815058
BkiUfsA5qhLBrnqN0sQf,arxiv,A1,0.7100111414149783
BkiUbwnxK4sA-7sDdyQM,arxiv,A1,0.6948839572578691
BkiUd9Y4eILhP_ZFB6pa,arxiv,A1,0.748153414580551
BkiUeTzxK6mkyCfODSv-,arxiv,A1,0.7464059008030435
BkiUfbI25V5jXvdT3FCG,arxiv,A1,0.673652741140833
BkiUdhHxaKgQIQzdyQmI,arxiv,A1,0.7907111205287207
BkiUc-vxK7IDPXIhnLPg,arxiv,A1,0.7171240449985453
BkiUdfTxK6Ot9UjEBlvA,arxiv,A1,0.7285269378858359
BkiUdG45qX_Bl-uWGa7i,arxiv,A1,0.7556375583209514
BkiUfSvxK6nrxjHzDfaq,arxiv,A1,0.7586474183763662
BkiUdPc5qoYA0D8lKjOo,arxiv,A1,0.7713402923167202
BkiUbWY25YjgKLaE8IjZ,arxiv,A1,0.7336858756672647
BkiUc-XxK3xgpbERC94a,arxiv,A1,0.6903893433813172
BkiUftw5qhDCYT-7h2Ps,arxiv,A1,0.6988144224668978
BkiUduA4uzlhgyWvJ1dJ,arxiv,A1,0.7599635967016402
BkiUfN_xK7IAE_K9ytSd,arxiv,A1,0.6473826666665511
BkiUdb45qdmDD94KRNW6,arxiv,A1,0.7436545668118951
BkiUc_I5qYVBWXyireYI,arxiv,A1,0.7375483627203437
BkiUav3xK6nrxqmoxKc4,arxiv,A1,0.6936271342379361
BkiUfHs5qhLBvG9b_Ccl,arxiv,A1,0.7473954634116365
BkiUfBXxK3YB9i3RNEBb,arxiv,A1,0.7153274867671187
BkiUdl84uBhjAAuFmfLG,arxiv,A1,0.7416140352812178
BkiUf13xK1fBGwCLPSMO,arxiv,A1,0.7127997286131152
BkiUbEHxK7ICUubsx6Ic,arxiv,A1,0.7568383690566702
BkiUbVQ5qhLACAkw_leP,arxiv,A1,0.7236311767031408
BkiUd9zxK2li-F6JzCsS,arxiv,A1,0.7689586178567973
BkiUbck4uBhhxKZ5uaCF,arxiv,A1,0.7495223782954503
BkiUd5s25V5jBFwBuKof,arxiv,A1,0.7105698037375107
BkiUdeo5qX_BnmUhN6EM,arxiv,A1,0.7294674397914703
BkiUcvY4eIXhokFxRhFy,arxiv,A1,0.7924833080143491
BkiUdGM4ubnjow-6Mjh5,arxiv,A1,0.7540678069755312
BkiUcnnxK4sA-46xNddg,arxiv,A1,0.7140732899852387
BkiUbIA5qWTD6fM1V7xu,arxiv,A1,0.7046687071013956
BkiUeL04dbghYS8bBLKb,arxiv,A1,0.6800868261728628
BkiUc_Q5qoYAlE7mUWSI,arxiv,A1,0.5221511484028102
BkiUbKs5qU2ApuiOWGYO,arxiv,A1,0.7407017178043118
BkiUc2zxK6wB9k0iLNKt,arxiv,A1,0.7073081796746838
BkiUdYM4ukPiEUwWDEcV,arxiv,A1,0.758589000815849
BkiUd3U4eIOjSJ68LGD2,arxiv,A1,0.7346154059338059
BkiUfHg5qsFCifBZHZLT,arxiv,A1,0.750574444351287
BkiUe-bxK4tBVhat5pTg,arxiv,A1,0.7239106528415187
BkiUdTA4uBhivVgojJ1E,arxiv,A1,0.7239997275715366
BkiUbovxK4sA-9F9jBrS,arxiv,A1,0.7116442525269079
BkiUdq45qoYA2zk0vrSH,arxiv,A1,0.6770383310858548
BkiUdV45i7PA9OlIEcJP,arxiv,A1,0.7088458941263516
BkiUa5w5qX_AYzDLroyZ,arxiv,A1,0.6949825510103865
BkiUeGjxK7FjYEXSFtkH,arxiv,A1,0.7383491424521287
BkiUdQs4eIXhqTbAZ6vi,arxiv,A1,0.7533712639326171
BkiUc-vxK6nrxpQc1A6q,arxiv,A1,0.7169044424981817
BkiUeyY25V5jJ1pbbnv0,arxiv,A1,0.7438738200362917
BkiUfovxK7kjXIK5t9Ch,arxiv,A1,0.7102634598433339
BkiUaHLxK0-nUGYe3P7a,arxiv,A1,0.7020548746148695
BkiUc7w4eIXhwh1BwyuE,arxiv,A1,0.7356181159629228
BkiUa1LxK6-gDz87Nvcz,arxiv,A1,0.7601514784254834
BkiUdZDxK4tBVicoC6ij,arxiv,A1,0.6959044424504078
BkiUdqw25V5jEEL8tP0l,arxiv,A1,0.7054577611531827
BkiUdvbxaKgQL0dMaDiQ,arxiv,A1,0.7126562204244165
BkiUdZM4dbghZzegCCP7,arxiv,A1,0.7622655525388229
BkiUdTvxK6wB9mpb2KKI,arxiv,A1,0.7298654317226498
BkiUd0c5qWTBLNsCq9jW,arxiv,A1,0.7518487488480644
BkiUfCLxK0iCl4WD5TiB,arxiv,A1,0.6655882683407051
BkiUdvU5qsBDHTHZ3jMg,arxiv,A1,0.7776367262545346
BkiUbAU5qsJBjjX4UzLd,arxiv,A1,0.7093217259019687
BkiUdqE4eIOjRwMTjGno,arxiv,A1,0.7097394953255225
BkiUdVw4eIZijW5EQLXO,arxiv,A1,0.7679829748751689
BkiUdJc5qsBC_MvyfL35,arxiv,A1,0.7170330654069401
BkiUervxK1Thg9qFezh8,arxiv,A1,0.7570849136308075
BkiUfxXxK1ThhCdy-5v3,arxiv,A1,0.7236314846384115
BkiUfTHxK0fkXPSOrRn8,arxiv,A1,0.7416349788335322
BkiUcKvxK6-gDz87O8I5,arxiv,A1,0.7570797257185305
BkiUduE4eIXgu5sT-Z3g,arxiv,A1,0.7214019703309896
BkiUdV84c3aisLf0PuG9,arxiv,A1,0.7304492293391609
BkiUcY3xK1fBGsWmup8P,arxiv,A1,0.7368905793539994
BkiUdMXxK3xgpZzQoFCv,arxiv,A1,0.7583617667203907
BkiUgBDxK7IADzpkVqhY,arxiv,A1,0.703907530044731
BkiUckPxK7Dgs_cY5WH1,arxiv,A1,0.7713086632199339
BkiUbAE5i7PA9OgJC22W,arxiv,A1,0.7030947071631992
BkiUbybxK19JmejM8HP8,arxiv,A1,0.7280841119669945
BkiUgKbxK7Tt522WdVLV,arxiv,A1,0.7399747052776866
BkiUdZE5qsMAI4khReue,arxiv,A1,0.7373797987536677
BkiUcO7xK0iCl7UGWjGg,arxiv,A1,0.7588120864369287
BkiUfYQ5qhDCjWqnQ3hH,arxiv,A1,0.7443109885978731
BkiUeZrxK4tBVicoD6Ga,arxiv,A1,0.7865566641245414
BkiUfe85qhLBfzo2pOli,arxiv,A1,0.7306290283020441
BkiUdu85qYVBhn-WmWnJ,arxiv,A1,0.725671451265134
BkiUddg5qhLBXQtDHM5m,arxiv,A1,0.7060607799709132
BkiUeJk25YjgKNDlWMnH,arxiv,A1,0.7700691742355307
BkiUdmg5qYVBXTJ3BsEF,arxiv,A1,0.7642225445225695
BkiUdd05qWTA8JC6STHR,arxiv,A1,0.730529634668576
BkiUd4g4dbghUyoCIbIC,arxiv,A1,0.719677162843394
BkiUfs_xK6mkyCfOErHR,arxiv,A1,0.7285921521520199
BkiUfK425V5jQ-dgBK4F,arxiv,A1,0.6953051959205617
BkiUdZI5qWTA_H8tsybT,arxiv,A1,0.6751955180218009
BkiUd3E5qoTBB2nxJLAl,arxiv,A1,0.708953430357484
BkiUdx05qsBDH65QVtNl,arxiv,A1,0.7255847698825207
BkiUcD_xK7kjXIdG9gHx,arxiv,A1,0.697267287058209
BkiUdKzxK6Ot9WA5hefz,arxiv,A1,0.6630694649732176
BkiUd1E5qsMAIzZBdsn6,arxiv,A1,0.6449729314334516
BkiUdbA5qhLBWAiyVCvb,arxiv,A1,0.6863551350016754
BkiUczvxK3YB9i3RKhUS,arxiv,A1,0.6426623177928584
BkiUbZjxK5YsWR0Kh47-,arxiv,A1,0.7073301235597567
BkiUa5U4ubnjoqNEqD9W,arxiv,A1,0.7984664290130881
BkiUd1U25V5jB4AVSE0P,arxiv,A1,0.7052479972102639
BkiUcunxK4tBVhat3gJO,arxiv,A1,0.7604430728238833
BkiUalHxK7DgtAAQGwWA,arxiv,A1,0.7508653919256528
BkiUd4c4uzlh5TJwJHWa,arxiv,A1,0.7345264287517721
BkiUak3xK2li-F6JwYSJ,arxiv,A1,0.743109285324235
BkiUd3U5qoTBG9o64jwL,arxiv,A1,0.7571334772585562
BkiUc_s5qsBC-ZU-Hmyc,arxiv,A1,0.7191008283099676
BkiUeArxK6wB9mn4_v06,arxiv,A1,0.7358449282934895
BkiUairxK6wB9mpbzooS,arxiv,A1,0.7637122636328594
BkiUdYU25YjgKOpQ6oY3,arxiv,A1,0.6869596688173768
BkiUdso25V5jCst-SORs,arxiv,A1,0.7290695544891673
BkiUatDxK4sA-9F9iLym,arxiv,A1,0.747897677979327
BkiUebXxK6Ot9V_E5ERu,arxiv,A1,0.7013399682733564
BkiUeH04dbghfPG8YJBu,arxiv,A1,0.7549641568875329
BkiUdJXxK6nrxl9bNU3t,arxiv,A1,0.7373128512392023
BkiUaV7xK0fkXPSOneXZ,arxiv,A1,0.7426503065448158
BkiUfDnxK6nrxq6DpSrb,arxiv,A1,0.7629407553520002
BkiUfvnxK3YB9ohkPj9J,arxiv,A1,0.740319324167061
BkiUdvc4eIOjR_CK1Z2j,arxiv,A1,0.7566003878742007
BkiUdQY4ubnhAvmH63ED,arxiv,A1,0.700377685998996
BkiUddU5qsBB3YgznBVN,arxiv,A1,0.6961009254758914
BkiUdiY4eIfiUYvU09Vw,arxiv,A1,0.7332325269074664
BkiUdqc4eIOjRvCHtF0k,arxiv,A1,0.7389293837033242
BkiUdOk5qWTA8xMZTlnM,arxiv,A1,0.7808063677441106
BkiUe7a6NNjgBtyghHQJ,arxiv,A1,0.7293140507600453
BkiUdtY5qsBDCrvnORH5,arxiv,A1,0.7053428124802423
BkiUeILxK4sA-5fmyDe0,arxiv,A1,0.7347293410242368
BkiUdIfxK1yAga6Jr2zw,arxiv,A1,0.727535507466109
BkiUfZs5qhLBmqyw59dW,arxiv,A1,0.7469237681609529
BkiUdO8241xiEnW_4uiy,arxiv,A1,0.70525176633681
BkiUc9c5qsBC5lINcD2t,arxiv,A1,0.718810437143036
BkiUc9DxK0zjCsHeaflN,arxiv,A1,0.7535183904469901
BkiUcanxK7Tt52mM8ZKt,arxiv,A1,0.731506631243737
BkiUdsw4ukPiEUQBmYD_,arxiv,A1,0.6669644231535452
BkiUdng5qhDACudDNyT7,arxiv,A1,0.7245666048796682
BkiUc5zxK6EuM_Ubqfdi,arxiv,A1,0.7355658785323339
BkiUc5E5qoTAmkNrkwkS,arxiv,A1,0.7182101722098289
BkiUc9I5ixsDMB_MitkG,arxiv,A1,0.7367550519832922
BkiUa9o4uBhhxDSKxoGn,arxiv,A1,0.7105843253659095
BkiUcV_xK4sA-9F9jqWm,arxiv,A1,0.7269165138996146
BkiUc2I4ubngyA6kKubo,arxiv,A1,0.7035785716396119
BkiUaEE25V5hRtaNitmg,arxiv,A1,0.7296401670809856
BkiUe0W6NNjgB1scZ_gZ,arxiv,A1,0.7185674396448539
BkiUahnxK1UJ-rRH9zmm,arxiv,A1,0.6988839021539139
BkiUb_A5qsNCPeN2FHd8,arxiv,A1,0.5661666911760774
BkiUc4LxK0zjCobCOFe2,arxiv,A1,0.7125917557795985
BkiUepXxK7IDND_hDgzg,arxiv,A1,0.7363507589838695
BkiUe2zxK0fkXPSOq-FE,arxiv,A1,0.7203174406356626
BkiUdds4eIXh0sNxw2Ig,arxiv,A1,0.726988635809867
BkiUb7_xK1UJ-rWoIn0Y,arxiv,A1,0.677648722578408
BkiUd_e6NNjgBpvICM3T,arxiv,A1,0.7509343111548538
BkiUdbs5qoTA_-bStJGz,arxiv,A1,0.7387157955500352
BkiUgD_xK6Ot9WA5kRT_,arxiv,A1,0.7506211583225949
BkiUdtE4uzlhfMbxUQMX,arxiv,A1,0.700201648998142
BkiUd7E5qoTBC5y2MUa5,arxiv,A1,0.764536733155385
BkiUdyk4uzlh5xHhzVik,arxiv,A1,0.7347147670478134
BkiUfQM5qhLBeyJsPR3P,arxiv,A1,0.7305361378025901
BkiUczc5qhDACrbibYto,arxiv,A1,0.7303364183501966
BkiUbrU4uzqh_Kly7amc,arxiv,A1,0.7459633151910228
BkiUbRY4eIfiURL9QzlY,arxiv,A1,0.720822718434532
BkiUbgw5qsFAf4WX2WDt,arxiv,A1,0.7452372033402805
BkiUgqXxK02iP5rWMwfQ,arxiv,A1,0.7384261089723825
BkiUf5k5qhDBLPWJMGyD,arxiv,A1,0.6933114807874162
BkiUc9c25V5ioeHBl6dH,arxiv,A1,0.7580581340086586
BkiUbbDxK7ICUmfbyc3i,arxiv,A1,0.694143988993987
BkiUdObxK7IDBOV4sdC7,arxiv,A1,0.7546537528251032
BkiUfaA5qhLBrnqN0YOS,arxiv,A1,0.7161563463228748
BkiUd9g4eIfiUUgeh0VY,arxiv,A1,0.7370201106973159
BkiUeATxK4sA-7sDf1HS,arxiv,A1,0.7544411463556537
BkiUe2c5qhDCNj5tiQd0,arxiv,A1,0.7738036357468797
BkiUfP3xK03BfL1dWd7s,arxiv,A1,0.7017260188038815
BkiUc5Q5qWTA5dUDj6cR,arxiv,A1,0.6962853980787836
BkiUdVw5qsFAfoQ6RPbj,arxiv,A1,0.743869542839845
BkiUdjM4ukPiEekASt6Y,arxiv,A1,0.74261616707194
BkiUbB04eILhQCVbc-NL,arxiv,A1,0.6681186211861406
BkiUd7A5qoaAwj4XOuFT,arxiv,A1,0.6791230868412487
BkiUfza6NNjgBpvIEAyi,arxiv,A1,0.6883815193033261
BkiUdfw5qoTAjdlTMp-x,arxiv,A1,0.694716564553922
BkiUbLTxaJJQn1aABSu7,arxiv,A1,0.7217299311045055
BkiUbU7xK0iCl7DT6sRT,arxiv,A1,0.7044659938503764
BkiUd-k5qX_Bw5o9Imfb,arxiv,A1,0.7082485265229442
BkiUc-o4dbgg3WyiswoA,arxiv,A1,0.7124218260382978
BkiUblY5qU2Ap2IpcyL5,arxiv,A1,0.7516490644898789
BkiUdZfxaKgQKN2tUZY1,arxiv,A1,0.6817040701122946
BkiUe4vxK7Dgs_cY6wtW,arxiv,A1,0.7112057785466115
BkiUfz45qhDCjszB7VNQ,arxiv,A1,0.7477886385251352
BkiUfmbxK6wB9lIs_Mx6,arxiv,A1,0.7479249194903705
BkiUbmrxaL3SuhzLmt7Y,arxiv,A1,0.7355124602356321
BkiUa0w25V5hd-428LQo,arxiv,A1,0.6845720876849754
BkiUbhvxaL3Sug5GKihy,arxiv,A1,0.7364139454102134
BkiUeKs5qoYDgaG4SBYQ,arxiv,A1,0.7196530926635301
BkiUfBHxK7ICUmfb0iHq,arxiv,A1,0.7672733884885283
BkiUdw85qhLA-t92JkvO,arxiv,A1,0.6899632575655853
BkiUff3xK6-gDyrT_jbl,arxiv,A1,0.6904453155177629
BkiUcD3xK7DgtAAQIHKP,arxiv,A1,0.6966464994449345
BkiUbWU5qoaAwnMw70bx,arxiv,A1,0.7426864480413774
BkiUdoA5qsBDCrvnOLs-,arxiv,A1,0.7346473455436371
BkiUdLc4uzlhdExj6jy2,arxiv,A1,0.7118157600787012
BkiUeYHxK7IADzpkVBNJ,arxiv,A1,0.6841731953831423
BkiUdOA4eIZjrLrbKABF,arxiv,A1,0.725253868302321
BkiUdH45qoYDgaG4RIbR,arxiv,A1,0.7404917870525074
BkiUf7I5qhDCpkQ4Erad,arxiv,A1,0.7544156285172126
BkiUdMw5qoYAm1d-C9lY,arxiv,A1,0.7551673140656673
BkiUbvXxK03BfNelVr3V,arxiv,A1,0.7721458242008619
BkiUddA5qoYA4kbtG-_f,arxiv,A1,0.7131041622659017
BkiUgRHxK7IDOE3otY1U,arxiv,A1,0.6705829449236341
BkiUdms5qYVBcTolxflt,arxiv,A1,0.6967556423415294
BkiUdB05qoaAwqc6VNvM,arxiv,A1,0.7159443063717761
BkiUdw04eIXguwdVFc-7,arxiv,A1,0.7655837516328431
BkiUa7E5ixsDL9BWwlSg,arxiv,A1,0.7157872061715825
BkiUdMs5qhDBbAkZEQrP,arxiv,A1,0.7181262219013729
BkiUdUzxK6EuM_Ubq55H,arxiv,A1,0.7033225404218689
BkiUeZE4eIOjRwMTjvC0,arxiv,A1,0.7216192689429717
BkiUdTY25V5ik2zA0Vj0,arxiv,A1,0.6896709778855437
BkiUa8E5qsFAfmeJoM_k,arxiv,A1,0.7171922653859252
BkiUdY44eIXhpe8BP_8y,arxiv,A1,0.6868332472166107
BkiUdic5qoYAmQl5_qD3,arxiv,A1,0.7601211536818473
BkiUfeU4eIZjf-0DqkGE,arxiv,A1,0.689306883106564
BkiUcao4ubnjorNy3dBu,arxiv,A1,0.7546162917231917
BkiUbwPxK19JmejM8FCs,arxiv,A1,0.7727021896771152
BkiUaj26NNjgB0SszoBg,arxiv,A1,0.7474118096263582
BkiUfbM5qhLB215XM0Zn,arxiv,A1,0.7263499275694596
BkiUe5rxK3YB9m4AAULK,arxiv,A1,0.7276490264193792
BkiUduM4uBhjCUQN8a6H,arxiv,A1,0.7258857434171561
BkiUdjzxK3YB9m7_-xaL,arxiv,A1,0.7805486719656115
BkiUcADxK0zjCsHeZmjA,arxiv,A1,0.7183789712098265
BkiUd-_xK7IDM3wqgGow,arxiv,A1,0.6910793468087739
BkiUbN_xK6nrxrSHdiXN,arxiv,A1,0.7317566736436225
BkiUf2Y5qhDCykklL3wA,arxiv,A1,0.7102437961342486
BkiUd4Q4eIOjRst9_iZs,arxiv,A1,0.6594477816979232
BkiUbfM241xg935cMb3G,arxiv,A1,0.7233690152596586
BkiUernxK7IADIh7Q3ra,arxiv,A1,0.723206203891968
BkiUeBo4eIZjyphZvgCu,arxiv,A1,0.7251232148166731
BkiUdQs4eIZjxkFh1bqj,arxiv,A1,0.7481544215510084
BkiUdvQ4uBhjBQYf8tRA,arxiv,A1,0.6733678921395798
BkiUdi05qsFAf8zx0x1h,arxiv,A1,0.7196249448216252
BkiUdJE5qoYDgaG4RJlt,arxiv,A1,0.7339017894216912
BkiUa6_xK1ThhBMLeLz5,arxiv,A1,0.7483748363547837
BkiUdTY5qhLA23QkplqT,arxiv,A1,0.7405850730553452
BkiUdSI5qhDBUi61T7F3,arxiv,A1,0.749231316420345
BkiUdTLxaKgTu3N3s7NK,arxiv,A1,0.7288466280801847
BkiUdgQ4eIZijW5EQVYJ,arxiv,A1,0.7417683230574026
BkiUd5HxK1Thg98UgnFI,arxiv,A1,0.7070174052556084
BkiUdyLxaJJQn2qq7O63,arxiv,A1,0.7745459896541942
BkiUczXxK6nrxq6DnFCL,arxiv,A1,0.7135275747061435
BkiUaGo25V5hYDkHE-XL,arxiv,A1,0.7428210519283853
BkiUdWo4uzlhfMbxT7ag,arxiv,A1,0.7450284510098291
BkiUezLxK4sA-7sDgkRI,arxiv,A1,0.7339650096996344
BkiUd03xaKgQLBMQPhQy,arxiv,A1,0.7045548880315311
BkiUdqrxK7IDOE3osUUX,arxiv,A1,0.7644184002056856
